State,Year,Rainfall_mm
SUBDIVISION,YEAR,ANNUAL
KONKAN & GOA,1901,2792.90
KONKAN & GOA,1902,2673.90
KONKAN & GOA,1903,3084.30
KONKAN & GOA,1904,2393.70
KONKAN & GOA,1905,1682.80
KONKAN & GOA,1906,2418.90
KONKAN & GOA,1907,2766.60
KONKAN & GOA,1908,2735.50
KONKAN & GOA,1909,2860.50
KONKAN & GOA,1910,2544.00
KONKAN & GOA,1911,2134.70
KONKAN & GOA,1912,2793.30
KONKAN & GOA,1913,2617.40
KONKAN & GOA,1914,3464.60
KONKAN & GOA,1915,2525.80
KONKAN & GOA,1916,3402.60
KONKAN & GOA,1917,3430.90
KONKAN & GOA,1918,1867.30
KONKAN & GOA,1919,2851.70
KONKAN & GOA,1920,1924.10
KONKAN & GOA,1921,2899.20
KONKAN & GOA,1922,2817.50
KONKAN & GOA,1923,2770.50
KONKAN & GOA,1924,2444.30
KONKAN & GOA,1925,2305.10
KONKAN & GOA,1926,3165.90
KONKAN & GOA,1927,2747.00
KONKAN & GOA,1928,3172.40
KONKAN & GOA,1929,2509.40
KONKAN & GOA,1930,2845.70
KONKAN & GOA,1931,3999.30
KONKAN & GOA,1932,2962.90
KONKAN & GOA,1933,3343.40
KONKAN & GOA,1934,3272.30
KONKAN & GOA,1935,2542.70
KONKAN & GOA,1936,2783.40
KONKAN & GOA,1937,3192.00
KONKAN & GOA,1938,3495.50
KONKAN & GOA,1939,2758.60
KONKAN & GOA,1940,3313.70
KONKAN & GOA,1941,1889.60
KONKAN & GOA,1942,3279.50
KONKAN & GOA,1943,3251.30
KONKAN & GOA,1944,2952.10
KONKAN & GOA,1945,3244.50
KONKAN & GOA,1946,3358.90
KONKAN & GOA,1947,3090.10
KONKAN & GOA,1948,3119.80
KONKAN & GOA,1949,3213.70
KONKAN & GOA,1950,2929.20
KONKAN & GOA,1951,2849.40
KONKAN & GOA,1952,2522.00
KONKAN & GOA,1953,3327.80
KONKAN & GOA,1954,3790.30
KONKAN & GOA,1955,3897.50
KONKAN & GOA,1956,3663.70
KONKAN & GOA,1957,3123.50
KONKAN & GOA,1958,4000.20
KONKAN & GOA,1959,3588.60
KONKAN & GOA,1960,3027.70
KONKAN & GOA,1961,3921.00
KONKAN & GOA,1962,3485.10
KONKAN & GOA,1963,3606.80
KONKAN & GOA,1964,3192.70
KONKAN & GOA,1965,3071.50
KONKAN & GOA,1966,2427.50
KONKAN & GOA,1967,2752.30
KONKAN & GOA,1968,2359.40
KONKAN & GOA,1969,3127.40
KONKAN & GOA,1970,3596.60
KONKAN & GOA,1971,2754.00
KONKAN & GOA,1972,1873.00
KONKAN & GOA,1973,2836.30
KONKAN & GOA,1974,3086.70
KONKAN & GOA,1975,3515.40
KONKAN & GOA,1976,3063.00
KONKAN & GOA,1977,3103.30
KONKAN & GOA,1978,2885.60
KONKAN & GOA,1979,2509.20
KONKAN & GOA,1980,2724.30
KONKAN & GOA,1981,3124.70
KONKAN & GOA,1982,2698.90
KONKAN & GOA,1983,3814.50
KONKAN & GOA,1984,2583.60
KONKAN & GOA,1985,2968.50
KONKAN & GOA,1986,2127.70
KONKAN & GOA,1987,2635.00
KONKAN & GOA,1988,3293.00
KONKAN & GOA,1989,2771.50
KONKAN & GOA,1990,3568.00
KONKAN & GOA,1991,2954.60
KONKAN & GOA,1992,2840.40
KONKAN & GOA,1993,3480.90
KONKAN & GOA,1994,3179.80
KONKAN & GOA,1995,2766.00
KONKAN & GOA,1996,2920.70
KONKAN & GOA,1997,3027.20
KONKAN & GOA,1998,3234.70
KONKAN & GOA,1999,2912.10
KONKAN & GOA,2000,3133.20
KONKAN & GOA,2001,2395.40
KONKAN & GOA,2002,2537.20
KONKAN & GOA,2003,2842.30
KONKAN & GOA,2004,2985.90
KONKAN & GOA,2005,3615.70
KONKAN & GOA,2006,3482.20
KONKAN & GOA,2007,3468.50
KONKAN & GOA,2008,3053.10
KONKAN & GOA,2009,2716.60
KONKAN & GOA,2010,3778.10
KONKAN & GOA,2011,3825.20
KONKAN & GOA,2012,3018.40
KONKAN & GOA,2013,3524.00
KONKAN & GOA,2014,2757.50
KONKAN & GOA,2015,2082.00
MADHYA MAHARASHTRA,1901,769.00
MADHYA MAHARASHTRA,1902,784.00
MADHYA MAHARASHTRA,1903,837.90
MADHYA MAHARASHTRA,1904,603.50
MADHYA MAHARASHTRA,1905,537.80
MADHYA MAHARASHTRA,1906,744.30
MADHYA MAHARASHTRA,1907,815.10
MADHYA MAHARASHTRA,1908,722.00
MADHYA MAHARASHTRA,1909,755.20
MADHYA MAHARASHTRA,1910,915.20
MADHYA MAHARASHTRA,1911,544.30
MADHYA MAHARASHTRA,1912,764.90
MADHYA MAHARASHTRA,1913,732.50
MADHYA MAHARASHTRA,1914,1039.00
MADHYA MAHARASHTRA,1915,908.10
MADHYA MAHARASHTRA,1916,1072.40
MADHYA MAHARASHTRA,1917,938.20
MADHYA MAHARASHTRA,1918,438.00
MADHYA MAHARASHTRA,1919,879.10
MADHYA MAHARASHTRA,1920,600.30
MADHYA MAHARASHTRA,1921,734.30
MADHYA MAHARASHTRA,1922,805.20
MADHYA MAHARASHTRA,1923,680.90
MADHYA MAHARASHTRA,1924,748.20
MADHYA MAHARASHTRA,1925,661.80
MADHYA MAHARASHTRA,1926,787.10
MADHYA MAHARASHTRA,1927,925.20
MADHYA MAHARASHTRA,1928,831.70
MADHYA MAHARASHTRA,1929,690.40
MADHYA MAHARASHTRA,1930,929.10
MADHYA MAHARASHTRA,1931,1132.40
MADHYA MAHARASHTRA,1932,1045.10
MADHYA MAHARASHTRA,1933,1152.40
MADHYA MAHARASHTRA,1934,858.30
MADHYA MAHARASHTRA,1935,819.00
MADHYA MAHARASHTRA,1936,735.60
MADHYA MAHARASHTRA,1937,914.40
MADHYA MAHARASHTRA,1938,1126.30
MADHYA MAHARASHTRA,1939,821.90
MADHYA MAHARASHTRA,1940,893.20
MADHYA MAHARASHTRA,1941,774.30
MADHYA MAHARASHTRA,1942,941.30
MADHYA MAHARASHTRA,1943,993.20
MADHYA MAHARASHTRA,1944,1086.00
MADHYA MAHARASHTRA,1945,793.40
MADHYA MAHARASHTRA,1946,1103.60
MADHYA MAHARASHTRA,1947,905.70
MADHYA MAHARASHTRA,1948,1016.30
MADHYA MAHARASHTRA,1949,953.70
MADHYA MAHARASHTRA,1950,932.60
MADHYA MAHARASHTRA,1951,797.00
MADHYA MAHARASHTRA,1952,683.30
MADHYA MAHARASHTRA,1953,893.60
MADHYA MAHARASHTRA,1954,985.10
MADHYA MAHARASHTRA,1955,981.00
MADHYA MAHARASHTRA,1956,1233.80
MADHYA MAHARASHTRA,1957,849.80
MADHYA MAHARASHTRA,1958,1054.10
MADHYA MAHARASHTRA,1959,1118.90
MADHYA MAHARASHTRA,1960,885.90
MADHYA MAHARASHTRA,1961,1070.50
MADHYA MAHARASHTRA,1962,899.00
MADHYA MAHARASHTRA,1963,899.90
MADHYA MAHARASHTRA,1964,945.70
MADHYA MAHARASHTRA,1965,790.70
MADHYA MAHARASHTRA,1966,837.30
MADHYA MAHARASHTRA,1967,913.00
MADHYA MAHARASHTRA,1968,824.00
MADHYA MAHARASHTRA,1969,984.10
MADHYA MAHARASHTRA,1970,941.40
MADHYA MAHARASHTRA,1971,773.20
MADHYA MAHARASHTRA,1972,519.90
MADHYA MAHARASHTRA,1973,980.60
MADHYA MAHARASHTRA,1974,911.80
MADHYA MAHARASHTRA,1975,1040.70
MADHYA MAHARASHTRA,1976,1025.80
MADHYA MAHARASHTRA,1977,947.20
MADHYA MAHARASHTRA,1978,883.60
MADHYA MAHARASHTRA,1979,1026.80
MADHYA MAHARASHTRA,1980,939.50
MADHYA MAHARASHTRA,1981,929.80
MADHYA MAHARASHTRA,1982,751.90
MADHYA MAHARASHTRA,1983,918.80
MADHYA MAHARASHTRA,1984,779.90
MADHYA MAHARASHTRA,1985,656.10
MADHYA MAHARASHTRA,1986,644.10
MADHYA MAHARASHTRA,1987,807.60
MADHYA MAHARASHTRA,1988,976.60
MADHYA MAHARASHTRA,1989,816.60
MADHYA MAHARASHTRA,1990,1022.50
MADHYA MAHARASHTRA,1991,880.50
MADHYA MAHARASHTRA,1992,791.30
MADHYA MAHARASHTRA,1993,1019.80
MADHYA MAHARASHTRA,1994,1021.50
MADHYA MAHARASHTRA,1995,776.40
MADHYA MAHARASHTRA,1996,975.20
MADHYA MAHARASHTRA,1997,1000.90
MADHYA MAHARASHTRA,1998,1101.10
MADHYA MAHARASHTRA,1999,965.70
MADHYA MAHARASHTRA,2000,701.60
MADHYA MAHARASHTRA,2001,785.10
MADHYA MAHARASHTRA,2002,740.30
MADHYA MAHARASHTRA,2003,772.60
MADHYA MAHARASHTRA,2004,1029.50
MADHYA MAHARASHTRA,2005,1221.30
MADHYA MAHARASHTRA,2006,1395.70
MADHYA MAHARASHTRA,2007,1040.40
MADHYA MAHARASHTRA,2008,916.90
MADHYA MAHARASHTRA,2009,941.70
MADHYA MAHARASHTRA,2010,1027.50
MADHYA MAHARASHTRA,2011,852.60
MADHYA MAHARASHTRA,2012,689.80
MADHYA MAHARASHTRA,2013,962.40
MADHYA MAHARASHTRA,2014,838.00
MADHYA MAHARASHTRA,2015,644.50
MATATHWADA,1901,908.70
MATATHWADA,1902,744.10
MATATHWADA,1903,1032.60
MATATHWADA,1904,690.50
MATATHWADA,1905,505.90
MATATHWADA,1906,770.70
MATATHWADA,1907,557.90
MATATHWADA,1908,682.50
MATATHWADA,1909,892.70
MATATHWADA,1910,1134.40
MATATHWADA,1911,612.40
MATATHWADA,1912,488.40
MATATHWADA,1913,656.50
MATATHWADA,1914,989.10
MATATHWADA,1915,1001.60
MATATHWADA,1916,1177.90
MATATHWADA,1917,1168.30
MATATHWADA,1918,486.10
MATATHWADA,1919,662.80
MATATHWADA,1920,361.20
MATATHWADA,1921,562.40
MATATHWADA,1922,836.10
MATATHWADA,1923,765.00
MATATHWADA,1924,662.70
MATATHWADA,1925,604.90
MATATHWADA,1926,715.50
MATATHWADA,1927,744.60
MATATHWADA,1928,825.80
MATATHWADA,1929,609.40
MATATHWADA,1930,640.30
MATATHWADA,1931,1088.60
MATATHWADA,1932,844.10
MATATHWADA,1933,1122.90
MATATHWADA,1934,876.60
MATATHWADA,1935,922.10
MATATHWADA,1936,727.80
MATATHWADA,1937,738.20
MATATHWADA,1938,1072.70
MATATHWADA,1939,580.20
MATATHWADA,1940,855.60
MATATHWADA,1941,541.00
MATATHWADA,1942,1003.00
MATATHWADA,1943,852.40
MATATHWADA,1944,759.00
MATATHWADA,1945,622.50
MATATHWADA,1946,848.70
MATATHWADA,1947,854.80
MATATHWADA,1948,946.40
MATATHWADA,1949,914.20
MATATHWADA,1950,657.40
MATATHWADA,1951,731.40
MATATHWADA,1952,546.10
MATATHWADA,1953,891.20
MATATHWADA,1954,899.60
MATATHWADA,1955,1151.30
MATATHWADA,1956,1037.30
MATATHWADA,1957,900.70
MATATHWADA,1958,1024.60
MATATHWADA,1959,950.30
MATATHWADA,1960,738.30
MATATHWADA,1961,959.00
MATATHWADA,1962,945.70
MATATHWADA,1963,1001.20
MATATHWADA,1964,780.60
MATATHWADA,1965,631.40
MATATHWADA,1966,747.10
MATATHWADA,1967,759.80
MATATHWADA,1968,712.40
MATATHWADA,1969,824.60
MATATHWADA,1970,910.90
MATATHWADA,1971,607.90
MATATHWADA,1972,347.10
MATATHWADA,1973,871.30
MATATHWADA,1974,650.60
MATATHWADA,1975,1050.90
MATATHWADA,1976,623.00
MATATHWADA,1977,767.70
MATATHWADA,1978,784.80
MATATHWADA,1979,807.60
MATATHWADA,1980,812.90
MATATHWADA,1981,786.60
MATATHWADA,1982,636.50
MATATHWADA,1983,1187.60
MATATHWADA,1984,552.70
MATATHWADA,1985,575.40
MATATHWADA,1986,562.90
MATATHWADA,1987,786.20
MATATHWADA,1988,1170.00
MATATHWADA,1989,1068.30
MATATHWADA,1990,1198.10
MATATHWADA,1991,601.00
MATATHWADA,1992,726.60
MATATHWADA,1993,806.30
MATATHWADA,1994,583.80
MATATHWADA,1995,809.50
MATATHWADA,1996,855.00
MATATHWADA,1997,790.50
MATATHWADA,1998,1126.70
MATATHWADA,1999,767.60
MATATHWADA,2000,684.40
MATATHWADA,2001,732.40
MATATHWADA,2002,722.10
MATATHWADA,2003,720.10
MATATHWADA,2004,678.70
MATATHWADA,2005,940.50
MATATHWADA,2006,872.90
MATATHWADA,2007,714.60
MATATHWADA,2008,646.30
MATATHWADA,2009,668.90
MATATHWADA,2010,1011.60
MATATHWADA,2011,663.50
MATATHWADA,2012,526.70
MATATHWADA,2013,888.00
MATATHWADA,2014,548.90
MATATHWADA,2015,532.20
VIDARBHA,1901,1093.30
VIDARBHA,1902,748.90
VIDARBHA,1903,1229.40
VIDARBHA,1904,753.20
VIDARBHA,1905,941.80
VIDARBHA,1906,1191.20
VIDARBHA,1907,1010.80
VIDARBHA,1908,1243.40
VIDARBHA,1909,1061.60
VIDARBHA,1910,1294.00
VIDARBHA,1911,982.80
VIDARBHA,1912,1014.00
VIDARBHA,1913,1052.60
VIDARBHA,1914,1199.00
VIDARBHA,1915,1199.60
VIDARBHA,1916,1362.30
VIDARBHA,1917,1396.90
VIDARBHA,1918,801.40
VIDARBHA,1919,1212.60
VIDARBHA,1920,578.50
VIDARBHA,1921,1085.60
VIDARBHA,1922,1109.80
VIDARBHA,1923,941.30
VIDARBHA,1924,994.20
VIDARBHA,1925,941.10
VIDARBHA,1926,1071.10
VIDARBHA,1927,1167.40
VIDARBHA,1928,1017.50
VIDARBHA,1929,912.50
VIDARBHA,1930,983.10
VIDARBHA,1931,1404.20
VIDARBHA,1932,1130.50
VIDARBHA,1933,1502.30
VIDARBHA,1934,1218.30
VIDARBHA,1935,1158.00
VIDARBHA,1936,1451.20
VIDARBHA,1937,1319.10
VIDARBHA,1938,1460.90
VIDARBHA,1939,881.90
VIDARBHA,1940,1357.50
VIDARBHA,1941,828.90
VIDARBHA,1942,1341.70
VIDARBHA,1943,1018.20
VIDARBHA,1944,1367.80
VIDARBHA,1945,1199.40
VIDARBHA,1946,1173.00
VIDARBHA,1947,1168.30
VIDARBHA,1948,1182.80
VIDARBHA,1949,1398.30
VIDARBHA,1950,793.50
VIDARBHA,1951,1082.30
VIDARBHA,1952,807.70
VIDARBHA,1953,1137.80
VIDARBHA,1954,1100.40
VIDARBHA,1955,1368.70
VIDARBHA,1956,1124.60
VIDARBHA,1957,1070.90
VIDARBHA,1958,1172.20
VIDARBHA,1959,1606.30
VIDARBHA,1960,1065.00
VIDARBHA,1961,1440.80
VIDARBHA,1962,1152.60
VIDARBHA,1963,1147.80
VIDARBHA,1964,1010.70
VIDARBHA,1965,743.60
VIDARBHA,1966,1002.90
VIDARBHA,1967,1128.40
VIDARBHA,1968,922.90
VIDARBHA,1969,992.90
VIDARBHA,1970,1240.60
VIDARBHA,1971,882.40
VIDARBHA,1972,740.80
VIDARBHA,1973,1162.40
VIDARBHA,1974,840.80
VIDARBHA,1975,1324.10
VIDARBHA,1976,974.60
VIDARBHA,1977,1068.00
VIDARBHA,1978,1249.40
VIDARBHA,1979,1087.20
VIDARBHA,1980,1042.60
VIDARBHA,1981,1218.60
VIDARBHA,1982,856.10
VIDARBHA,1983,1240.40
VIDARBHA,1984,810.60
VIDARBHA,1985,876.90
VIDARBHA,1986,1157.00
VIDARBHA,1987,822.60
VIDARBHA,1988,1308.70
VIDARBHA,1989,997.70
VIDARBHA,1990,1505.00
VIDARBHA,1991,838.70
VIDARBHA,1992,1148.60
VIDARBHA,1993,1023.00
VIDARBHA,1994,1427.10
VIDARBHA,1995,1077.50
VIDARBHA,1996,855.00
VIDARBHA,1997,1039.30
VIDARBHA,1998,1061.70
VIDARBHA,1999,1165.10
VIDARBHA,2000,1105.20
VIDARBHA,2001,1122.10
VIDARBHA,2002,925.80
VIDARBHA,2003,1018.60
VIDARBHA,2004,731.90
VIDARBHA,2005,1214.60
VIDARBHA,2006,1215.60
VIDARBHA,2007,1167.00
VIDARBHA,2008,866.60
VIDARBHA,2009,770.80
VIDARBHA,2010,1338.10
VIDARBHA,2011,893.20
VIDARBHA,2012,1107.70
VIDARBHA,2013,1520.00
VIDARBHA,2014,919.10
VIDARBHA,2015,993.80
CHHATTISGARH,1901,1387.00
CHHATTISGARH,1902,923.90
CHHATTISGARH,1903,1331.20
CHHATTISGARH,1904,1492.40
CHHATTISGARH,1905,1251.10
CHHATTISGARH,1906,1394.60
CHHATTISGARH,1907,1308.80
CHHATTISGARH,1908,1488.70
CHHATTISGARH,1909,1284.10
CHHATTISGARH,1910,1407.20
CHHATTISGARH,1911,1504.10
CHHATTISGARH,1912,1227.00
CHHATTISGARH,1913,1234.60
CHHATTISGARH,1914,1418.10
CHHATTISGARH,1915,1455.90
CHHATTISGARH,1916,1443.00
CHHATTISGARH,1917,1727.70
CHHATTISGARH,1918,1377.20
CHHATTISGARH,1919,1859.00
CHHATTISGARH,1920,1203.40
CHHATTISGARH,1921,1319.40
CHHATTISGARH,1922,1308.80
CHHATTISGARH,1923,1387.20
CHHATTISGARH,1924,1334.20
CHHATTISGARH,1925,1737.10
CHHATTISGARH,1926,1634.90
CHHATTISGARH,1927,1537.10
CHHATTISGARH,1928,1219.20
CHHATTISGARH,1929,1663.80
CHHATTISGARH,1930,1383.50
CHHATTISGARH,1931,1467.00
CHHATTISGARH,1932,1357.60
CHHATTISGARH,1933,1650.60
CHHATTISGARH,1934,1529.20
CHHATTISGARH,1935,1269.20
CHHATTISGARH,1936,1826.20
CHHATTISGARH,1937,1616.80
CHHATTISGARH,1938,1505.80
CHHATTISGARH,1939,1480.30
CHHATTISGARH,1940,1448.40
CHHATTISGARH,1941,1005.10
CHHATTISGARH,1942,1598.30
CHHATTISGARH,1943,1645.10
CHHATTISGARH,1944,1792.70
CHHATTISGARH,1945,1585.60
CHHATTISGARH,1946,1599.00
CHHATTISGARH,1947,1599.60
CHHATTISGARH,1948,1491.70
CHHATTISGARH,1949,1499.60
CHHATTISGARH,1950,1292.20
CHHATTISGARH,1951,1411.60
CHHATTISGARH,1952,1396.40
CHHATTISGARH,1953,1370.20
CHHATTISGARH,1954,1193.70
CHHATTISGARH,1955,1440.70
CHHATTISGARH,1956,1557.00
CHHATTISGARH,1957,1222.40
CHHATTISGARH,1958,1520.90
CHHATTISGARH,1959,1544.20
CHHATTISGARH,1960,1364.30
CHHATTISGARH,1961,1974.00
CHHATTISGARH,1962,1124.70
CHHATTISGARH,1963,1337.20
CHHATTISGARH,1964,1509.10
CHHATTISGARH,1965,941.60
CHHATTISGARH,1966,1087.10
CHHATTISGARH,1967,1472.50
CHHATTISGARH,1968,1168.00
CHHATTISGARH,1969,1172.60
CHHATTISGARH,1970,1501.50
CHHATTISGARH,1971,1533.80
CHHATTISGARH,1972,1198.90
CHHATTISGARH,1973,1467.30
CHHATTISGARH,1974,951.00
CHHATTISGARH,1975,1475.50
CHHATTISGARH,1976,1379.30
CHHATTISGARH,1977,1465.50
CHHATTISGARH,1978,1370.40
CHHATTISGARH,1979,904.60
CHHATTISGARH,1980,1495.40
CHHATTISGARH,1981,1216.20
CHHATTISGARH,1982,1197.40
CHHATTISGARH,1983,1371.90
CHHATTISGARH,1984,1254.70
CHHATTISGARH,1985,1237.50
CHHATTISGARH,1986,1368.60
CHHATTISGARH,1987,1142.80
CHHATTISGARH,1988,1206.30
CHHATTISGARH,1989,1187.20
CHHATTISGARH,1990,1643.80
CHHATTISGARH,1991,1220.80
CHHATTISGARH,1992,1156.60
CHHATTISGARH,1993,1205.30
CHHATTISGARH,1994,1754.50
CHHATTISGARH,1995,1280.70
CHHATTISGARH,1996,1187.00
CHHATTISGARH,1997,1317.20
CHHATTISGARH,1998,1332.50
CHHATTISGARH,1999,1322.60
CHHATTISGARH,2000,906.30
CHHATTISGARH,2001,1600.10
CHHATTISGARH,2002,990.20
CHHATTISGARH,2003,1694.30
CHHATTISGARH,2004,1144.50
CHHATTISGARH,2005,1287.20
CHHATTISGARH,2006,1317.70
CHHATTISGARH,2007,1281.20
CHHATTISGARH,2008,1108.50
CHHATTISGARH,2009,956.60
CHHATTISGARH,2010,1306.60
CHHATTISGARH,2011,1302.70
CHHATTISGARH,2012,1377.40
CHHATTISGARH,2013,1420.00
CHHATTISGARH,2014,1278.70
CHHATTISGARH,2015,1117.60
COASTAL ANDHRA PRADESH,1901,993.80
COASTAL ANDHRA PRADESH,1902,1063.60
COASTAL ANDHRA PRADESH,1903,1316.20
COASTAL ANDHRA PRADESH,1904,860.20
COASTAL ANDHRA PRADESH,1905,795.20
COASTAL ANDHRA PRADESH,1906,1021.50
COASTAL ANDHRA PRADESH,1907,817.90
COASTAL ANDHRA PRADESH,1908,842.30
COASTAL ANDHRA PRADESH,1909,867.60
COASTAL ANDHRA PRADESH,1910,1254.60
COASTAL ANDHRA PRADESH,1911,819.50
COASTAL ANDHRA PRADESH,1912,903.60
COASTAL ANDHRA PRADESH,1913,841.00
COASTAL ANDHRA PRADESH,1914,1013.20
COASTAL ANDHRA PRADESH,1915,1347.40
COASTAL ANDHRA PRADESH,1916,1351.20
COASTAL ANDHRA PRADESH,1917,1289.60
COASTAL ANDHRA PRADESH,1918,778.00
COASTAL ANDHRA PRADESH,1919,1141.40
COASTAL ANDHRA PRADESH,1920,723.50
COASTAL ANDHRA PRADESH,1921,1015.00
COASTAL ANDHRA PRADESH,1922,853.30
COASTAL ANDHRA PRADESH,1923,1126.40
COASTAL ANDHRA PRADESH,1924,1182.00
COASTAL ANDHRA PRADESH,1925,1238.50
COASTAL ANDHRA PRADESH,1926,870.70
COASTAL ANDHRA PRADESH,1927,1053.00
COASTAL ANDHRA PRADESH,1928,1101.30
COASTAL ANDHRA PRADESH,1929,859.10
COASTAL ANDHRA PRADESH,1930,1222.70
COASTAL ANDHRA PRADESH,1931,1287.10
COASTAL ANDHRA PRADESH,1932,971.50
COASTAL ANDHRA PRADESH,1933,1087.30
COASTAL ANDHRA PRADESH,1934,884.20
COASTAL ANDHRA PRADESH,1935,751.10
COASTAL ANDHRA PRADESH,1936,1328.70
COASTAL ANDHRA PRADESH,1937,892.20
COASTAL ANDHRA PRADESH,1938,1206.20
COASTAL ANDHRA PRADESH,1939,1070.30
COASTAL ANDHRA PRADESH,1940,1069.00
COASTAL ANDHRA PRADESH,1941,1026.50
COASTAL ANDHRA PRADESH,1942,879.80
COASTAL ANDHRA PRADESH,1943,977.90
COASTAL ANDHRA PRADESH,1944,1155.90
COASTAL ANDHRA PRADESH,1945,991.50
COASTAL ANDHRA PRADESH,1946,970.20
COASTAL ANDHRA PRADESH,1947,1126.20
COASTAL ANDHRA PRADESH,1948,1024.60
COASTAL ANDHRA PRADESH,1949,1217.30
COASTAL ANDHRA PRADESH,1950,986.00
COASTAL ANDHRA PRADESH,1951,1096.10
COASTAL ANDHRA PRADESH,1952,916.70
COASTAL ANDHRA PRADESH,1953,990.00
COASTAL ANDHRA PRADESH,1954,1153.50
COASTAL ANDHRA PRADESH,1955,1378.90
COASTAL ANDHRA PRADESH,1956,1408.50
COASTAL ANDHRA PRADESH,1957,1017.60
COASTAL ANDHRA PRADESH,1958,1605.30
COASTAL ANDHRA PRADESH,1959,1120.70
COASTAL ANDHRA PRADESH,1960,943.60
COASTAL ANDHRA PRADESH,1961,1119.20
COASTAL ANDHRA PRADESH,1962,1345.50
COASTAL ANDHRA PRADESH,1963,1023.90
COASTAL ANDHRA PRADESH,1964,1061.00
COASTAL ANDHRA PRADESH,1965,754.20
COASTAL ANDHRA PRADESH,1966,954.70
COASTAL ANDHRA PRADESH,1967,843.10
COASTAL ANDHRA PRADESH,1968,838.90
COASTAL ANDHRA PRADESH,1969,1279.70
COASTAL ANDHRA PRADESH,1970,1064.20
COASTAL ANDHRA PRADESH,1971,1033.20
COASTAL ANDHRA PRADESH,1972,1028.50
COASTAL ANDHRA PRADESH,1973,859.10
COASTAL ANDHRA PRADESH,1974,944.90
COASTAL ANDHRA PRADESH,1975,1192.40
COASTAL ANDHRA PRADESH,1976,1090.30
COASTAL ANDHRA PRADESH,1977,1132.80
COASTAL ANDHRA PRADESH,1978,1038.30
COASTAL ANDHRA PRADESH,1979,934.10
COASTAL ANDHRA PRADESH,1980,1014.80
COASTAL ANDHRA PRADESH,1981,929.30
COASTAL ANDHRA PRADESH,1982,888.50
COASTAL ANDHRA PRADESH,1983,1196.00
COASTAL ANDHRA PRADESH,1984,785.20
COASTAL ANDHRA PRADESH,1985,967.60
COASTAL ANDHRA PRADESH,1986,1009.70
COASTAL ANDHRA PRADESH,1987,1079.90
COASTAL ANDHRA PRADESH,1988,1164.80
COASTAL ANDHRA PRADESH,1989,1030.00
COASTAL ANDHRA PRADESH,1990,1611.10
COASTAL ANDHRA PRADESH,1991,1122.10
COASTAL ANDHRA PRADESH,1992,1001.00
COASTAL ANDHRA PRADESH,1993,869.70
COASTAL ANDHRA PRADESH,1994,1155.10
COASTAL ANDHRA PRADESH,1995,1352.00
COASTAL ANDHRA PRADESH,1996,1210.90
COASTAL ANDHRA PRADESH,1997,972.10
COASTAL ANDHRA PRADESH,1998,1310.80
COASTAL ANDHRA PRADESH,1999,825.10
COASTAL ANDHRA PRADESH,2000,992.30
COASTAL ANDHRA PRADESH,2001,1009.30
COASTAL ANDHRA PRADESH,2002,703.20
COASTAL ANDHRA PRADESH,2003,1096.80
COASTAL ANDHRA PRADESH,2004,873.60
COASTAL ANDHRA PRADESH,2005,1221.60
COASTAL ANDHRA PRADESH,2006,1159.60
COASTAL ANDHRA PRADESH,2007,1099.20
COASTAL ANDHRA PRADESH,2008,1107.50
COASTAL ANDHRA PRADESH,2009,790.50
COASTAL ANDHRA PRADESH,2010,1712.40
COASTAL ANDHRA PRADESH,2011,861.90
COASTAL ANDHRA PRADESH,2012,1318.40
COASTAL ANDHRA PRADESH,2013,1120.50
COASTAL ANDHRA PRADESH,2014,874.90
COASTAL ANDHRA PRADESH,2015,1010.90
TELANGANA,1901,827.70
TELANGANA,1902,630.40
TELANGANA,1903,1283.40
TELANGANA,1904,526.70
TELANGANA,1905,724.90
TELANGANA,1906,855.20
TELANGANA,1907,843.70
TELANGANA,1908,982.80
TELANGANA,1909,769.50
TELANGANA,1910,975.90
TELANGANA,1911,662.00
TELANGANA,1912,743.80
TELANGANA,1913,732.20
TELANGANA,1914,1083.50
TELANGANA,1915,1022.00
TELANGANA,1916,1162.60
TELANGANA,1917,1206.00
TELANGANA,1918,554.70
TELANGANA,1919,894.60
TELANGANA,1920,437.00
TELANGANA,1921,1003.30
TELANGANA,1922,767.50
TELANGANA,1923,786.20
TELANGANA,1924,944.50
TELANGANA,1925,1167.90
TELANGANA,1926,763.50
TELANGANA,1927,1005.50
TELANGANA,1928,1006.40
TELANGANA,1929,790.50
TELANGANA,1930,835.80
TELANGANA,1931,1183.10
TELANGANA,1932,949.90
TELANGANA,1933,1396.30
TELANGANA,1934,927.90
TELANGANA,1935,898.50
TELANGANA,1936,1157.00
TELANGANA,1937,866.10
TELANGANA,1938,1175.30
TELANGANA,1939,740.00
TELANGANA,1940,1082.60
TELANGANA,1941,594.40
TELANGANA,1942,906.90
TELANGANA,1943,899.30
TELANGANA,1944,960.50
TELANGANA,1945,1027.40
TELANGANA,1946,822.80
TELANGANA,1947,1005.50
TELANGANA,1948,915.00
TELANGANA,1949,1038.60
TELANGANA,1950,761.30
TELANGANA,1951,900.80
TELANGANA,1952,729.70
TELANGANA,1953,1272.10
TELANGANA,1954,928.40
TELANGANA,1955,1203.20
TELANGANA,1956,1120.50
TELANGANA,1957,983.20
TELANGANA,1958,1113.90
TELANGANA,1959,1224.10
TELANGANA,1960,839.50
TELANGANA,1961,1146.50
TELANGANA,1962,1138.70
